EmployeeID,PredictedProbability,RiskLevel,Driver_1,SHAP_1,FeatureValue_1,Impact_1,Driver_2,SHAP_2,FeatureValue_2,Impact_2,Driver_3,SHAP_3,FeatureValue_3,Impact_3,Department,JobRole,Gender,Age,BusinessTravel,EducationField,MaritalStatus,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,EngagementScore,WellbeingScore,CareerGrowthScore,LoyaltyScore,AttritionRiskScore,RecommendationCategory,AIRecommendation,RetentionPriorityScore
538,0.3401,Medium,OvertimeRisk,2.1196,0,Increases Attrition Risk,FrequentTraveler,0.9203,1.0,Increases Attrition Risk,NumCompaniesWorked,0.7329,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,27,Travel_Frequently,Life Sciences,Divorced,8793,9,No,1,4,2,2.333333333,1.333333333,0.716,0.9,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,34.0
1445,0.3438,Medium,OvertimeRisk,1.9345,0,Increases Attrition Risk,JobRole_Laboratory Technician,0.5522,1.0,Increases Attrition Risk,FrequentTraveler,0.5427,0.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,56,Travel_Rarely,Technical Degree,Married,2339,10,No,3,4,1,3.333333333,1.0,0.133,0.67,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",34.0
1036,0.3376,Medium,OvertimeRisk,2.0656,0,Increases Attrition Risk,StockOptionLevel,1.2989,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5135,9.0,Increases Attrition Risk,Human Resources,Human Resources,Female,31,Travel_Rarely,Medical,Single,2109,3,No,2,4,3,3.333333333,1.666666667,0.5,0.33,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,34.0
207,0.336,Medium,OvertimeRisk,2.0993,1,Increases Attrition Risk,FrequentTraveler,1.0243,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7901,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,22,Travel_Rarely,Life Sciences,Divorced,2328,4,Yes,2,4,2,2.333333333,1.333333333,0.408,0.8,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,34.0
184,0.3398,Medium,OvertimeRisk,2.013,0,Increases Attrition Risk,NumCompaniesWorked,0.8173,2.0,Increases Attrition Risk,DailyRate,-0.4773,328.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,50,Travel_Rarely,Medical,Married,3690,3,No,3,3,2,2.666666667,1.0,0.429,0.5,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,34.0
559,0.3408,Medium,OvertimeRisk,2.1341,0,Increases Attrition Risk,FrequentTraveler,0.8017,1.0,Increases Attrition Risk,NumCompaniesWorked,0.6675,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,32,Travel_Frequently,Life Sciences,Married,5309,10,No,4,1,3,2.666666667,0.666666667,0.423,0.91,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,34.0
1044,0.3375,Medium,OvertimeRisk,2.102,0,Increases Attrition Risk,StockOptionLevel,1.3474,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7465,4.0,Increases Attrition Risk,Research & Development,Research Director,Male,53,Travel_Rarely,Medical,Single,16598,9,No,2,4,2,2.666666667,1.333333333,0.429,0.25,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,34.0
132,0.3351,Medium,OvertimeRisk,1.9748,0,Increases Attrition Risk,StockOptionLevel,1.0328,0.0,Increases Attrition Risk,JobSatisfaction,-0.5798,4.0,Reduces Attrition Risk,Sales,Sales Executive,Female,50,Travel_Frequently,Marketing,Single,9208,2,No,4,3,3,3.333333333,1.333333333,0.456,0.12,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",34.0
1383,0.3389,Medium,OvertimeRisk,1.9719,1,Increases Attrition Risk,FrequentTraveler,0.7405,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7343,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,31,Non-Travel,Medical,Divorced,3065,4,Yes,1,3,4,2.333333333,1.666666667,0.337,0.8,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,34.0
1378,0.345,Medium,OvertimeRisk,1.9902,0,Increases Attrition Risk,StockOptionLevel,1.1043,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8896,3.0,Increases Attrition Risk,Research & Development,Research Director,Male,49,Travel_Frequently,Life Sciences,Married,19161,5,No,4,2,3,3.0,1.0,0.673,0.17,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,34.0
969,0.3426,Medium,OvertimeRisk,1.7301,0,Increases Attrition Risk,FrequentTraveler,0.8175,1.0,Increases Attrition Risk,Gender_Female,-0.5563,1.0,Reduces Attrition Risk,Sales,Sales Executive,Female,36,Travel_Frequently,Marketing,Married,4639,15,No,1,1,2,2.0,0.333333333,0.402,0.83,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",34.0
607,0.3446,Medium,OvertimeRisk,2.2632,0,Increases Attrition Risk,StockOptionLevel,1.1975,0.0,Increases Attrition Risk,JobSatisfaction,-0.5504,4.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,34,Travel_Frequently,Life Sciences,Single,2553,5,No,4,3,3,2.666666667,1.333333333,0.43,0.71,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",34.0
705,0.3386,Medium,OvertimeRisk,1.8818,0,Increases Attrition Risk,FrequentTraveler,0.7019,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4489,0.0,Reduces Attrition Risk,Sales,Sales Executive,Male,35,Travel_Rarely,Life Sciences,Divorced,7823,10,No,4,4,3,3.0,1.666666667,0.548,0.77,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",34.0
1332,0.3369,Medium,OvertimeRisk,2.0032,0,Increases Attrition Risk,StockOptionLevel,1.3913,0.0,Increases Attrition Risk,NumCompaniesWorked,0.759,4.0,Increases Attrition Risk,Research & Development,Research Director,Male,48,Travel_Rarely,Life Sciences,Married,19665,22,No,2,4,3,2.666666667,1.666666667,0.424,0.73,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,34.0
147,0.3379,Medium,OvertimeRisk,2.052,0,Increases Attrition Risk,StockOptionLevel,1.189,0.0,Increases Attrition Risk,JobSatisfaction,-0.4202,4.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,30,Travel_Rarely,Medical,Single,2720,5,No,4,2,3,2.666666667,1.0,0.359,0.71,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",34.0
1271,0.3428,Medium,OvertimeRisk,2.1778,0,Increases Attrition Risk,StockOptionLevel,1.1611,0.0,Increases Attrition Risk,EngagementScore,-0.5092,2.0,Reduces Attrition Risk,Sales,Sales Executive,Female,34,Travel_Rarely,Life Sciences,Single,6029,2,No,4,4,3,2.0,1.666666667,0.396,0.29,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",34.0
1064,0.3345,Medium,OvertimeRisk,2.1494,0,Increases Attrition Risk,FrequentTraveler,0.8597,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5647,1.0,Increases Attrition Risk,Sales,Sales Executive,Male,29,Travel_Rarely,Life Sciences,Divorced,8620,10,No,3,3,3,2.333333333,1.333333333,0.488,0.91,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
416,0.3337,Medium,OvertimeRisk,1.6187,0,Increases Attrition Risk,FrequentTraveler,0.6402,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.5197,0.0,Reduces Attrition Risk,Sales,Sales Representative,Female,34,Travel_Frequently,Marketing,Divorced,2351,2,No,3,4,2,2.666666667,1.333333333,0.43,0.5,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",33.0
1063,0.3315,Medium,OvertimeRisk,1.7968,1,Increases Attrition Risk,StockOptionLevel,1.2692,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6792,5.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,44,Travel_Frequently,Medical,Single,10209,2,Yes,3,2,2,2.0,0.666666667,0.622,0.12,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
844,0.3266,Low,OvertimeRisk,2.1231,0,Increases Attrition Risk,NumCompaniesWorked,0.7851,1.0,Increases Attrition Risk,FrequentTraveler,0.6663,0.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,26,Travel_Rarely,Medical,Married,4420,8,No,4,1,3,2.333333333,0.666666667,0.595,0.89,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
838,0.3305,Medium,OvertimeRisk,1.9892,0,Increases Attrition Risk,StockOptionLevel,1.0953,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5015,9.0,Increases Attrition Risk,Research & Development,Research Director,Female,40,Travel_Frequently,Medical,Single,13499,18,No,3,2,2,2.333333333,0.666666667,0.598,0.86,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
505,0.333,Medium,OvertimeRisk,1.6967,0,Increases Attrition Risk,FrequentTraveler,0.6177,1.0,Increases Attrition Risk,IncomePerJobLevel,-0.5947,2143.0,Reduces Attrition Risk,Sales,Sales Executive,Female,45,Travel_Frequently,Life Sciences,Married,4286,1,No,1,1,3,1.666666667,0.666666667,0.488,0.17,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",33.0
998,0.3274,Low,OvertimeRisk,2.3251,1,Increases Attrition Risk,StockOptionLevel,1.3342,0.0,Increases Attrition Risk,JobSatisfaction,-0.6573,3.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,27,Travel_Rarely,Life Sciences,Single,2394,8,Yes,3,4,3,3.333333333,1.666666667,0.225,0.89,0.733,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",33.0
343,0.3313,Medium,OvertimeRisk,1.8177,1,Increases Attrition Risk,StockOptionLevel,1.268,0.0,Increases Attrition Risk,NumCompaniesWorked,0.648,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Female,31,Travel_Rarely,Medical,Single,7143,11,Yes,4,3,2,3.0,1.0,0.483,0.92,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
340,0.3263,Low,OvertimeRisk,1.9714,0,Increases Attrition Risk,FrequentTraveler,0.85,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5737,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,27,Travel_Rarely,Marketing,Married,6214,8,No,2,2,3,1.333333333,1.0,0.583,0.89,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",33.0
626,0.3269,Low,OvertimeRisk,1.6898,1,Increases Attrition Risk,FrequentTraveler,0.7205,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4989,0.0,Reduces Attrition Risk,Sales,Sales Executive,Male,45,Travel_Rarely,Marketing,Divorced,10761,5,Yes,1,4,3,2.333333333,1.666666667,0.524,0.26,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",33.0
911,0.3311,Medium,OvertimeRisk,1.8874,0,Increases Attrition Risk,NumCompaniesWorked,0.9784,1.0,Increases Attrition Risk,FrequentTraveler,0.7141,0.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,23,Travel_Rarely,Life Sciences,Married,1223,1,No,3,4,3,3.333333333,1.666666667,0.595,0.5,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
1276,0.3268,Low,OvertimeRisk,1.7922,0,Increases Attrition Risk,StockOptionLevel,1.1435,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7829,2.0,Increases Attrition Risk,Research & Development,Manager,Female,51,Travel_Rarely,Technical Degree,Married,13116,2,No,3,1,3,2.333333333,0.666666667,0.456,0.12,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
369,0.3346,Medium,OvertimeRisk,2.1108,1,Increases Attrition Risk,MaritalStatus_Single,-0.6521,0.0,Reduces Attrition Risk,NumCompaniesWorked,0.6226,2.0,Increases Attrition Risk,Sales,Sales Executive,Male,40,Travel_Rarely,Marketing,Married,6380,6,Yes,3,3,3,1.666666667,1.333333333,0.418,0.67,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
401,0.3289,Low,OvertimeRisk,2.1241,1,Increases Attrition Risk,FrequentTraveler,0.9001,1.0,Increases Attrition Risk,NumCompaniesWorked,0.7473,1.0,Increases Attrition Risk,Research & Development,Manager,Male,39,Travel_Frequently,Life Sciences,Divorced,19197,21,Yes,3,2,3,2.333333333,1.0,0.716,0.95,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
721,0.3257,Low,OvertimeRisk,2.112,1,Increases Attrition Risk,StockOptionLevel,1.2054,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5885,4.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,30,Travel_Rarely,Life Sciences,Married,2132,5,Yes,3,1,3,1.666666667,0.666666667,0.333,0.62,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
612,0.3319,Medium,OvertimeRisk,1.9628,0,Increases Attrition Risk,StockOptionLevel,1.2865,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7675,3.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,35,Travel_Rarely,Other,Single,10221,8,No,3,3,4,2.333333333,1.666666667,0.716,0.44,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
436,0.3263,Low,OvertimeRisk,1.741,1,Increases Attrition Risk,StockOptionLevel,1.1792,0.0,Increases Attrition Risk,NumCompaniesWorked,1.0976,7.0,Increases Attrition Risk,Research & Development,Manager,Male,33,Travel_Rarely,Medical,Married,13610,7,Yes,3,2,4,2.666666667,1.333333333,0.368,0.44,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
794,0.3263,Low,OvertimeRisk,2.1792,0,Increases Attrition Risk,FrequentTraveler,0.9522,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6717,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,28,Travel_Rarely,Life Sciences,Divorced,2207,4,No,3,1,2,2.333333333,0.333333333,0.408,0.8,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
930,0.3257,Low,OvertimeRisk,2.0053,1,Increases Attrition Risk,FrequentTraveler,0.6493,1.0,Increases Attrition Risk,NumCompaniesWorked,0.649,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,28,Travel_Frequently,Life Sciences,Married,3867,2,Yes,4,4,3,2.666666667,1.666666667,0.313,0.67,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
1213,0.3261,Low,OvertimeRisk,2.026,0,Increases Attrition Risk,StockOptionLevel,1.2325,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6132,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,34,Travel_Rarely,Life Sciences,Married,2929,10,No,4,2,3,2.0,1.0,0.179,0.91,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
1230,0.3321,Medium,OvertimeRisk,1.5982,1,Increases Attrition Risk,NumCompaniesWorked,0.6647,2.0,Increases Attrition Risk,FrequentTraveler,0.6157,0.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Female,40,Travel_Rarely,Life Sciences,Married,6516,1,Yes,1,2,3,1.333333333,1.0,0.536,0.05,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
251,0.3282,Low,OvertimeRisk,1.7143,0,Increases Attrition Risk,NumCompaniesWorked,0.7383,6.0,Increases Attrition Risk,FrequentTraveler,0.5398,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,37,Travel_Frequently,Medical,Divorced,10048,1,No,3,1,3,1.666666667,0.666666667,0.5,0.06,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
150,0.3288,Low,OvertimeRisk,1.9674,0,Increases Attrition Risk,StockOptionLevel,1.2172,0.0,Increases Attrition Risk,NumCompaniesWorked,0.614,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,19,Travel_Rarely,Medical,Single,1483,1,No,2,2,3,2.333333333,1.0,0.405,0.5,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0
133,0.3238,Low,OvertimeRisk,1.702,1,Increases Attrition Risk,FrequentTraveler,0.8679,0.0,Increases Attrition Risk,Gender_Female,-0.4972,1.0,Reduces Attrition Risk,Sales,Sales Executive,Female,31,Travel_Rarely,Life Sciences,Married,4559,2,Yes,3,2,3,1.666666667,1.0,0.372,0.4,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",32.0
1289,0.3155,Low,OvertimeRisk,1.9277,0,Increases Attrition Risk,NumCompaniesWorked,0.9816,2.0,Increases Attrition Risk,FrequentTraveler,0.9237,0.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,35,Non-Travel,Medical,Divorced,5762,7,No,4,2,3,2.666666667,1.0,0.466,0.44,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0
849,0.3175,Low,OvertimeRisk,1.998,0,Increases Attrition Risk,NumCompaniesWorked,0.7036,1.0,Increases Attrition Risk,FrequentTraveler,0.6819,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,35,Travel_Frequently,Other,Married,2376,2,No,4,4,4,2.666666667,2.0,0.337,0.67,0.0,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0
83,0.3217,Low,OvertimeRisk,1.8623,0,Increases Attrition Risk,NumCompaniesWorked,0.6947,3.0,Increases Attrition Risk,DailyRate,-0.6362,111.0,Reduces Attrition Risk,Sales,Sales Executive,Male,55,Travel_Rarely,Life Sciences,Married,10239,1,No,4,1,3,2.666666667,0.666666667,0.549,0.04,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0
789,0.3226,Low,OvertimeRisk,2.3652,0,Increases Attrition Risk,StockOptionLevel,1.2957,0.0,Increases Attrition Risk,JobSatisfaction,-0.5431,3.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,28,Travel_Rarely,Other,Single,3660,8,No,3,3,4,3.0,1.666666667,0.442,0.73,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",32.0
927,0.3235,Low,OvertimeRisk,2.1563,0,Increases Attrition Risk,StockOptionLevel,1.176,0.0,Increases Attrition Risk,JobSatisfaction,-0.5593,4.0,Reduces Attrition Risk,Sales,Sales Executive,Female,43,Travel_Rarely,Marketing,Single,10231,21,No,4,4,4,3.333333333,2.0,0.238,0.88,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",32.0
1268,0.3186,Low,OvertimeRisk,1.9365,1,Increases Attrition Risk,FrequentTraveler,0.6284,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5535,1.0,Increases Attrition Risk,Sales,Sales Executive,Male,34,Non-Travel,Life Sciences,Divorced,4001,15,Yes,3,4,3,3.0,1.666666667,0.488,0.94,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0
949,0.3229,Low,OvertimeRisk,1.9909,1,Increases Attrition Risk,NumCompaniesWorked,0.8259,1.0,Increases Attrition Risk,FrequentTraveler,0.8059,0.0,Increases Attrition Risk,Research & Development,Manager,Female,30,Travel_Rarely,Medical,Married,11916,9,Yes,1,2,3,2.0,1.0,0.786,0.9,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0
442,0.3165,Low,OvertimeRisk,2.0551,0,Increases Attrition Risk,NumCompaniesWorked,0.6367,4.0,Increases Attrition Risk,DailyRate,-0.5394,1474.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,42,Travel_Frequently,Other,Married,2093,2,No,3,2,3,2.666666667,1.0,0.432,0.22,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0
410,0.3185,Low,OvertimeRisk,1.7872,0,Increases Attrition Risk,FrequentTraveler,0.9444,1.0,Increases Attrition Risk,NumCompaniesWorked,0.6465,2.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,42,Travel_Frequently,Life Sciences,Divorced,4556,5,No,3,1,3,1.666666667,0.666666667,0.417,0.25,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0
530,0.3217,Low,OvertimeRisk,2.1786,0,Increases Attrition Risk,StockOptionLevel,1.2133,0.0,Increases Attrition Risk,JobSatisfaction,-0.4997,4.0,Reduces Attrition Risk,Research & Development,Healthcare Representative,Female,38,Travel_Rarely,Life Sciences,Single,7625,9,No,4,2,2,3.0,0.666666667,0.442,0.82,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",32.0
62,0.3245,Low,OvertimeRisk,2.2868,0,Increases Attrition Risk,StockOptionLevel,1.2635,0.0,Increases Attrition Risk,JobSatisfaction,-0.6451,4.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,38,Travel_Frequently,Life Sciences,Single,2406,10,No,4,4,3,3.666666667,1.666666667,0.217,0.91,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",32.0
2,0.3169,Low,OvertimeRisk,2.0827,0,Increases Attrition Risk,FrequentTraveler,0.9404,1.0,Increases Attrition Risk,NumCompaniesWorked,0.8335,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,49,Travel_Frequently,Life Sciences,Married,5130,10,No,2,3,3,2.333333333,1.333333333,0.68,0.91,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0
564,0.3189,Low,OvertimeRisk,2.1023,0,Increases Attrition Risk,StockOptionLevel,1.0578,0.0,Increases Attrition Risk,RelationshipSatisfaction,-0.5325,2.0,Reduces Attrition Risk,Sales,Sales Executive,Female,25,Travel_Rarely,Medical,Single,6180,6,No,4,3,2,2.666666667,1.0,0.68,0.86,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",32.0
1003,0.3184,Low,OvertimeRisk,2.1396,0,Increases Attrition Risk,StockOptionLevel,1.2375,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8274,2.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,35,Travel_Frequently,Life Sciences,Single,9362,2,No,4,3,3,3.0,1.333333333,0.456,0.18,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0
1015,0.3159,Low,OvertimeRisk,2.2157,0,Increases Attrition Risk,StockOptionLevel,1.1383,0.0,Increases Attrition Risk,JobSatisfaction,-0.5509,2.0,Reduces Attrition Risk,Research & Development,Research Director,Female,31,Travel_Rarely,Life Sciences,Single,16422,3,No,2,1,4,1.666666667,1.0,0.561,0.3,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",32.0
733,0.3229,Low,OvertimeRisk,1.9945,0,Increases Attrition Risk,StockOptionLevel,1.0467,0.0,Increases Attrition Risk,JobSatisfaction,-0.4741,2.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,30,Travel_Frequently,Medical,Single,2422,3,No,2,2,3,1.333333333,1.0,0.454,0.6,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",32.0
373,0.3216,Low,OvertimeRisk,2.2083,0,Increases Attrition Risk,StockOptionLevel,1.1177,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6974,9.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,35,Travel_Rarely,Life Sciences,Single,6540,1,No,2,3,3,2.0,1.333333333,0.607,0.09,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0
1131,0.3152,Low,OvertimeRisk,2.1038,0,Increases Attrition Risk,NumCompaniesWorked,0.781,1.0,Increases Attrition Risk,FrequentTraveler,0.6905,0.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,35,Travel_Rarely,Life Sciences,Married,3407,10,No,3,2,2,3.0,0.666666667,0.426,0.91,0.6,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0
1235,0.3146,Low,OvertimeRisk,1.9243,0,Increases Attrition Risk,DailyRate,-0.6401,543.0,Reduces Attrition Risk,NumCompaniesWorked,0.5887,7.0,Increases Attrition Risk,Sales,Sales Executive,Male,47,Non-Travel,Marketing,Married,4978,1,No,2,3,1,2.666666667,0.666666667,0.417,0.2,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,31.0
264,0.3139,Low,OvertimeRisk,1.9421,1,Increases Attrition Risk,FrequentTraveler,0.7246,0.0,Increases Attrition Risk,DailyRate,-0.5121,488.0,Reduces Attrition Risk,Sales,Manager,Female,46,Travel_Rarely,Technical Degree,Married,16872,7,Yes,2,3,2,1.333333333,1.0,0.452,0.24,0.667,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",31.0
393,0.3056,Low,OvertimeRisk,1.8453,0,Increases Attrition Risk,FrequentTraveler,0.7643,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6794,4.0,Increases Attrition Risk,Research & Development,Research Director,Male,54,Travel_Rarely,Medical,Married,19406,4,No,1,1,2,1.333333333,0.333333333,0.644,0.16,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,31.0
793,0.313,Low,OvertimeRisk,1.9928,0,Increases Attrition Risk,StockOptionLevel,1.1128,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6229,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,33,Travel_Frequently,Medical,Single,4508,13,No,3,1,3,1.333333333,0.666666667,0.612,0.87,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,31.0
897,0.3081,Low,OvertimeRisk,2.1872,0,Increases Attrition Risk,StockOptionLevel,1.2084,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5288,1.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Female,31,Travel_Rarely,Medical,Single,6812,10,No,1,3,3,1.333333333,1.333333333,0.585,0.91,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,31.0
1027,0.309,Low,OvertimeRisk,2.0002,0,Increases Attrition Risk,MaritalStatus_Single,-0.6119,0.0,Reduces Attrition Risk,FrequentTraveler,0.5075,0.0,Increases Attrition Risk,Sales,Sales Executive,Male,32,Travel_Rarely,Marketing,Married,9204,4,No,4,4,2,3.333333333,1.333333333,0.44,0.5,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",31.0
835,0.3115,Low,OvertimeRisk,1.9383,0,Increases Attrition Risk,StockOptionLevel,0.8302,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6143,1.0,Increases Attrition Risk,Sales,Sales Executive,Female,34,Travel_Rarely,Life Sciences,Married,5714,6,No,3,2,2,1.666666667,0.666666667,0.609,0.86,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,31.0
