EmployeeID,PredictedProbability,RiskLevel,Driver_1,SHAP_1,FeatureValue_1,Impact_1,Driver_2,SHAP_2,FeatureValue_2,Impact_2,Driver_3,SHAP_3,FeatureValue_3,Impact_3,Department,JobRole,Gender,Age,BusinessTravel,EducationField,MaritalStatus,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,EngagementScore,WellbeingScore,CareerGrowthScore,LoyaltyScore,AttritionRiskScore,RecommendationCategory,AIRecommendation,RetentionPriorityScore,AttritionProbability (%),GlobalRiskRank,DepartmentRiskRank,JobRoleRiskRank,AgeGroup,IncomeBand,CompanyTenure,YearsUntilRetirement,ReviewPriority,ExecutiveAction,RiskPercentile,HighValueEmployee,RetentionActionRequired,HRHealthScore,HealthCategory,HRPriorityIndex,HRPriorityLevel
917,0.1951,Low,OvertimeRisk,1.8671,0,Increases Attrition Risk,FrequentTraveler,0.594,0.0,Increases Attrition Risk,NumCompaniesWorked,0.589,2.0,Increases Attrition Risk,Sales,Manager,Female,46,Travel_Rarely,Marketing,Married,18789,11,No,2,4,3,2.333333333,1.666666667,0.738,0.41,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,20.0,19.51,946,347,66,41–50,Very High,Veteran,14,Annual,No Action Required,30.5,No,No,16.1,Critical,45.27,Medium
918,0.6979,High,OvertimeRisk,1.8842,1,Increases Attrition Risk,StockOptionLevel,1.174,0.0,Increases Attrition Risk,FrequentTraveler,0.4707,0.0,Increases Attrition Risk,Sales,Sales Executive,Female,34,Travel_Rarely,Marketing,Single,4538,3,Yes,1,3,3,2.333333333,1.333333333,0.44,0.6,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",75.0,69.79,112,68,56,31–40,Medium,Early,26,This Month,Manager Review,92.3,No,Yes,16.0,Critical,75.47,High
919,0.5965,Medium,OvertimeRisk,2.0335,1,Increases Attrition Risk,FrequentTraveler,0.8545,1.0,Increases Attrition Risk,NumCompaniesWorked,0.7065,4.0,Increases Attrition Risk,Sales,Manager,Male,51,Travel_Frequently,Life Sciences,Divorced,19847,29,Yes,2,4,2,2.0,1.333333333,0.732,0.91,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,60.0,59.65,216,117,3,51–60,Very High,Veteran,9,Quarterly,No Action Required,85.0,No,No,16.0,Critical,69.39,High
920,0.182,Low,OvertimeRisk,1.9404,0,Increases Attrition Risk,StockOptionLevel,1.2194,0.0,Increases Attrition Risk,NumCompaniesWorked,0.81,6.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,59,Travel_Rarely,Medical,Single,10512,9,No,4,4,2,3.666666667,1.333333333,0.413,0.35,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,18.0,18.2,980,616,74,51–60,Very High,Experienced,1,Annual,No Action Required,27.9,No,No,16.3,Critical,44.4,Medium
921,0.0269,Low,OvertimeRisk,1.9878,0,Increases Attrition Risk,DailyRate,-0.5486,135.0,Reduces Attrition Risk,MaritalStatus_Single,-0.4713,0.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,34,Travel_Frequently,Medical,Divorced,4444,11,No,2,3,4,2.333333333,1.666666667,0.353,0.69,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",3.0,2.69,1341,895,256,31–40,Medium,Veteran,26,Annual,No Action Required,0.4,No,No,16.0,Critical,35.21,Low
922,0.2148,Low,OvertimeRisk,1.9752,1,Increases Attrition Risk,StockOptionLevel,1.2411,0.0,Increases Attrition Risk,JobSatisfaction,-0.4394,3.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,28,Travel_Frequently,Medical,Single,2154,4,Yes,3,4,2,3.0,1.333333333,0.333,0.67,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",21.0,21.48,891,551,168,18–30,Low,Early,32,Annual,No Action Required,35.0,No,No,16.2,Critical,46.41,Medium
923,0.6056,Medium,OvertimeRisk,2.1066,0,Increases Attrition Risk,FrequentTraveler,0.9692,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8601,1.0,Increases Attrition Risk,Research & Development,Manager,Male,44,Travel_Rarely,Life Sciences,Divorced,19190,25,No,1,3,2,2.666666667,1.0,0.427,0.93,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,61.0,60.56,201,83,2,41–50,Very High,Veteran,16,Quarterly,No Action Required,86.1,No,No,16.1,Critical,69.9,High
924,0.0546,Low,OvertimeRisk,1.8318,0,Increases Attrition Risk,NumCompaniesWorked,0.6847,4.0,Increases Attrition Risk,MaritalStatus_Single,-0.5776,0.0,Reduces Attrition Risk,Human Resources,Human Resources,Male,34,Travel_Frequently,Life Sciences,Married,4490,10,No,2,3,4,2.333333333,1.666666667,0.394,0.67,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,5.0,5.46,1300,59,49,31–40,Medium,Experienced,26,Annual,No Action Required,3.4,No,No,16.1,Critical,36.84,Low
925,0.1272,Low,OvertimeRisk,1.8938,1,Increases Attrition Risk,StockOptionLevel,1.2604,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.6054,0.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,35,Travel_Rarely,Life Sciences,Married,3506,3,Yes,3,3,3,3.0,1.333333333,0.36,0.6,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0,12.72,1123,731,249,31–40,Medium,Early,25,Annual,No Action Required,16.5,No,No,16.2,Critical,41.15,Medium
926,0.1926,Low,OvertimeRisk,1.5355,1,Increases Attrition Risk,StockOptionLevel,1.2289,0.0,Increases Attrition Risk,JobSatisfaction,-0.6065,2.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,42,Travel_Rarely,Medical,Married,2372,1,Yes,2,2,3,2.666666667,1.0,0.536,0.05,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",19.0,19.26,952,594,212,41–50,Low,New,18,Annual,No Action Required,30.1,No,No,15.9,Critical,45.2,Medium
927,0.3235,Low,OvertimeRisk,2.1563,0,Increases Attrition Risk,StockOptionLevel,1.176,0.0,Increases Attrition Risk,JobSatisfaction,-0.5593,4.0,Reduces Attrition Risk,Sales,Sales Executive,Female,43,Travel_Rarely,Marketing,Single,10231,21,No,4,4,4,3.333333333,2.0,0.238,0.88,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",32.0,32.35,673,269,199,41–50,Very High,Veteran,17,Annual,No Action Required,51.4,No,No,16.4,Critical,52.85,Medium
928,0.1528,Low,OvertimeRisk,1.8998,1,Increases Attrition Risk,StockOptionLevel,1.2778,0.0,Increases Attrition Risk,JobSatisfaction,-0.5116,2.0,Reduces Attrition Risk,Research & Development,Manufacturing Director,Female,36,Travel_Rarely,Life Sciences,Single,5410,16,Yes,2,3,3,2.666666667,1.333333333,0.306,0.84,0.6,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",15.0,15.28,1053,673,87,31–40,High,Veteran,24,Annual,No Action Required,22.3,No,No,16.1,Critical,42.73,Medium
929,0.2993,Low,OvertimeRisk,2.0218,0,Increases Attrition Risk,FrequentTraveler,0.9415,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6349,1.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Female,44,Travel_Rarely,Medical,Married,7978,10,No,4,1,3,2.666666667,0.666666667,0.5,0.91,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,30.0,29.93,716,426,50,41–50,High,Experienced,16,Annual,No Action Required,48.3,No,No,16.0,Critical,51.56,Medium
930,0.3257,Low,OvertimeRisk,2.0053,1,Increases Attrition Risk,FrequentTraveler,0.6493,1.0,Increases Attrition Risk,NumCompaniesWorked,0.649,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,28,Travel_Frequently,Life Sciences,Married,3867,2,Yes,4,4,3,2.666666667,1.666666667,0.313,0.67,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0,32.57,670,392,128,18–30,Medium,New,32,Annual,No Action Required,51.6,No,No,16.2,Critical,53.06,Medium
931,0.2011,Low,OvertimeRisk,1.8539,0,Increases Attrition Risk,StockOptionLevel,1.0842,0.0,Increases Attrition Risk,JobSatisfaction,-0.5966,3.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,51,Travel_Frequently,Medical,Single,2838,7,No,3,2,2,1.666666667,0.666666667,0.249,0.78,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",20.0,20.11,931,579,182,51–60,Low,Experienced,9,Annual,No Action Required,31.6,No,No,15.7,Critical,45.79,Medium
932,0.0996,Low,OvertimeRisk,2.0855,1,Increases Attrition Risk,StockOptionLevel,1.1482,0.0,Increases Attrition Risk,ExperienceRatio,-0.4907,0.33,Reduces Attrition Risk,Research & Development,Manufacturing Director,Female,30,Non-Travel,Medical,Single,4695,8,Yes,3,3,3,2.666666667,1.333333333,0.561,0.73,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",10.0,9.96,1194,783,121,18–30,Medium,Experienced,30,Annual,No Action Required,11.2,No,No,16.1,Critical,39.54,Low
933,0.2453,Low,OvertimeRisk,2.2699,1,Increases Attrition Risk,MaritalStatus_Single,-0.5068,0.0,Reduces Attrition Risk,FrequentTraveler,0.496,0.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,29,Travel_Rarely,Technical Degree,Divorced,3339,7,Yes,3,2,3,1.666666667,1.0,0.225,0.64,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",25.0,24.53,813,495,153,18–30,Medium,Experienced,31,Annual,No Action Required,40.9,No,No,15.7,Critical,48.44,Medium
934,0.7986,High,OvertimeRisk,2.1023,0,Increases Attrition Risk,StockOptionLevel,1.4194,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7572,2.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,28,Travel_Rarely,Technical Degree,Single,2080,3,No,1,4,2,2.0,1.333333333,0.311,0.5,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,85.0,79.86,43,13,5,18–30,Low,Early,32,This Month,Manager Review,97.1,No,Yes,15.9,Critical,81.56,Critical
935,0.3533,Medium,OvertimeRisk,1.9882,0,Increases Attrition Risk,StockOptionLevel,1.3054,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6029,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,25,Travel_Rarely,Medical,Single,2096,2,No,2,4,2,3.0,1.333333333,0.456,0.67,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,35.0,35.33,613,350,146,18–30,Low,New,35,Annual,No Action Required,55.8,No,No,16.2,Critical,54.72,Medium
936,0.3424,Medium,OvertimeRisk,2.102,0,Increases Attrition Risk,NumCompaniesWorked,0.6345,1.0,Increases Attrition Risk,FrequentTraveler,0.545,0.0,Increases Attrition Risk,Sales,Sales Executive,Male,32,Travel_Rarely,Medical,Married,6209,10,No,4,3,4,3.333333333,1.666666667,0.512,0.91,0.0,Retention,Understand employee expectations and strengthen long-term retention strategies.,34.0,34.24,635,258,189,31–40,High,Experienced,28,Annual,No Action Required,54.1,No,No,16.5,Critical,53.94,Medium
937,0.2022,Low,OvertimeRisk,2.1214,0,Increases Attrition Risk,StockOptionLevel,1.1292,0.0,Increases Attrition Risk,CareerGrowthScore,-0.5827,0.929,Reduces Attrition Risk,Research & Development,Manager,Female,45,Travel_Frequently,Medical,Single,18061,0,No,2,2,3,2.0,1.0,0.929,0.0,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",20.0,20.22,926,576,62,41–50,Very High,New,15,Annual,No Action Required,32.1,No,No,15.8,Critical,45.81,Medium
938,0.0471,Low,OvertimeRisk,2.0199,1,Increases Attrition Risk,MaritalStatus_Single,-0.5228,0.0,Reduces Attrition Risk,FrequentTraveler,0.5224,0.0,Increases Attrition Risk,Research & Development,Manager,Female,39,Travel_Rarely,Medical,Divorced,17123,19,Yes,2,3,3,2.333333333,1.333333333,0.298,0.86,0.6,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",5.0,4.71,1316,875,95,31–40,Very High,Veteran,21,Annual,No Action Required,2.2,No,No,16.0,Critical,36.43,Low
939,0.4455,Medium,OvertimeRisk,2.0644,0,Increases Attrition Risk,FrequentTraveler,1.1057,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7236,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,58,Travel_Rarely,Life Sciences,Divorced,2372,2,No,3,1,3,2.333333333,0.666666667,0.313,0.67,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,45.0,44.55,449,239,107,51–60,Low,New,2,Annual,No Action Required,68.0,No,No,15.9,Critical,60.37,High
940,0.0782,Low,OvertimeRisk,2.1026,0,Increases Attrition Risk,NumCompaniesWorked,0.7581,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.628,0.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,32,Travel_Rarely,Life Sciences,Married,4883,10,No,3,4,3,2.333333333,1.666666667,0.561,0.91,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,8.0,7.82,1248,825,245,31–40,Medium,Experienced,28,Annual,No Action Required,7.2,No,No,16.2,Critical,38.21,Low
941,0.4279,Medium,OvertimeRisk,1.8867,0,Increases Attrition Risk,StockOptionLevel,1.2515,0.0,Increases Attrition Risk,JobRole_Sales Executive,-0.5006,0.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,39,Travel_Rarely,Medical,Single,3904,5,No,1,3,3,1.333333333,1.333333333,0.381,0.71,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",43.0,42.79,479,259,116,31–40,Medium,Early,21,Annual,No Action Required,65.9,No,No,15.7,Critical,59.39,Medium
942,0.147,Low,OvertimeRisk,1.9256,0,Increases Attrition Risk,FrequentTraveler,0.7508,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4933,0.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,30,Travel_Rarely,Technical Degree,Married,4627,9,No,4,1,3,1.333333333,0.666666667,0.307,0.82,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",15.0,14.7,1074,687,208,18–30,Medium,Experienced,30,Annual,No Action Required,20.4,No,No,15.7,Critical,42.54,Medium
943,0.1737,Low,OvertimeRisk,2.0596,0,Increases Attrition Risk,StockOptionLevel,1.1972,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.6989,0.0,Reduces Attrition Risk,Research & Development,Healthcare Representative,Female,36,Travel_Rarely,Technical Degree,Married,7094,7,No,3,4,3,2.333333333,1.666666667,0.502,0.64,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",17.0,17.37,1001,634,83,31–40,High,Experienced,24,Annual,No Action Required,26.3,No,No,16.1,Critical,43.98,Medium
944,0.7433,High,OvertimeRisk,2.2274,0,Increases Attrition Risk,StockOptionLevel,1.4225,0.0,Increases Attrition Risk,NumCompaniesWorked,0.4428,6.0,Increases Attrition Risk,Human Resources,Human Resources,Female,46,Travel_Rarely,Life Sciences,Single,3423,7,No,1,4,4,2.333333333,2.0,0.246,0.64,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,79.0,74.33,80,3,3,41–50,Medium,Experienced,14,This Month,Manager Review,94.6,No,Yes,16.1,Critical,78.16,High
945,0.0679,Low,OvertimeRisk,2.1802,0,Increases Attrition Risk,FrequentTraveler,0.8474,0.0,Increases Attrition Risk,TotalWorkingYears,-0.5442,10.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,28,Non-Travel,Life Sciences,Married,6674,9,No,4,3,3,1.666666667,1.333333333,0.261,0.82,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",7.0,6.79,1271,839,249,18–30,High,Experienced,32,Annual,No Action Required,5.6,No,No,15.9,Critical,37.71,Low
946,0.2549,Low,OvertimeRisk,1.9319,1,Increases Attrition Risk,StockOptionLevel,1.2125,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5629,4.0,Increases Attrition Risk,Research & Development,Research Director,Female,50,Travel_Rarely,Life Sciences,Married,16880,3,Yes,1,4,3,2.0,1.666666667,0.561,0.12,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,25.0,25.49,795,484,37,41–50,Very High,Early,10,Annual,No Action Required,42.2,No,No,15.9,Critical,48.93,Medium
947,0.8526,High,OvertimeRisk,2.2107,1,Increases Attrition Risk,StockOptionLevel,1.3225,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6612,2.0,Increases Attrition Risk,Sales,Sales Executive,Male,40,Travel_Rarely,Marketing,Single,9094,5,Yes,2,4,3,2.333333333,1.666666667,0.502,0.5,0.6,Retention,Understand employee expectations and strengthen long-term retention strategies.,90.0,85.26,25,17,14,31–40,Very High,Early,20,Immediate,Manager Review,98.4,Yes,Yes,16.0,Critical,84.76,Critical
948,0.856,High,OvertimeRisk,2.3295,1,Increases Attrition Risk,StockOptionLevel,1.1956,0.0,Increases Attrition Risk,JobSatisfaction,-0.6049,2.0,Reduces Attrition Risk,Sales,Sales Executive,Male,52,Travel_Rarely,Life Sciences,Single,8446,8,Yes,2,2,2,2.0,0.666666667,0.535,0.73,0.667,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",91.0,85.6,21,14,11,51–60,Very High,Experienced,8,Immediate,Manager Review,98.6,Yes,Yes,15.8,Critical,85.04,Critical
949,0.3229,Low,OvertimeRisk,1.9909,1,Increases Attrition Risk,NumCompaniesWorked,0.8259,1.0,Increases Attrition Risk,FrequentTraveler,0.8059,0.0,Increases Attrition Risk,Research & Development,Manager,Female,30,Travel_Rarely,Medical,Married,11916,9,Yes,1,2,3,2.0,1.0,0.786,0.9,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0,32.29,674,394,38,18–30,Very High,Experienced,30,Annual,No Action Required,51.3,No,No,15.9,Critical,53.01,Medium
950,0.1542,Low,OvertimeRisk,2.0384,0,Increases Attrition Risk,StockOptionLevel,1.1341,0.0,Increases Attrition Risk,JobSatisfaction,-0.6081,3.0,Reduces Attrition Risk,Research & Development,Manufacturing Director,Male,39,Travel_Rarely,Life Sciences,Single,4534,8,No,3,1,3,1.333333333,0.666666667,0.394,0.8,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",15.0,15.42,1049,669,86,31–40,Medium,Experienced,21,Annual,No Action Required,22.6,No,No,15.7,Critical,42.97,Medium
951,0.4197,Medium,OvertimeRisk,2.1184,1,Increases Attrition Risk,FrequentTraveler,0.8725,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5631,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,31,Non-Travel,Life Sciences,Divorced,9852,10,Yes,3,4,2,2.333333333,1.333333333,0.49,0.91,0.6,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",42.0,41.97,499,216,156,31–40,Very High,Experienced,29,Annual,No Action Required,64.4,No,No,16.0,Critical,58.78,Medium
952,0.4874,Medium,OvertimeRisk,2.0484,0,Increases Attrition Risk,StockOptionLevel,0.996,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.6573,1.0,Reduces Attrition Risk,Sales,Sales Executive,Male,41,Non-Travel,Medical,Single,6151,19,No,2,3,3,1.0,1.333333333,0.22,0.95,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",49.0,48.74,384,182,132,41–50,High,Veteran,19,Annual,No Action Required,72.8,No,No,15.7,Critical,62.96,High
953,0.4913,Medium,OvertimeRisk,1.9254,1,Increases Attrition Risk,StockOptionLevel,1.2941,0.0,Increases Attrition Risk,JobSatisfaction,-0.6091,2.0,Reduces Attrition Risk,Sales,Sales Representative,Female,31,Travel_Frequently,Life Sciences,Single,2302,3,Yes,2,4,4,2.0,2.0,0.289,0.75,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",49.0,49.13,378,180,46,31–40,Low,Early,29,Annual,No Action Required,73.3,No,No,16.1,Critical,63.04,High
954,0.5625,Medium,OvertimeRisk,2.072,0,Increases Attrition Risk,StockOptionLevel,1.1088,0.0,Increases Attrition Risk,NumCompaniesWorked,0.716,4.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,44,Travel_Rarely,Life Sciences,Married,2362,3,No,1,1,4,1.333333333,1.0,0.335,0.27,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,56.0,56.25,262,114,43,41–50,Low,Early,16,Quarterly,No Action Required,81.5,No,No,15.6,Critical,67.51,High
955,0.1306,Low,OvertimeRisk,2.003,1,Increases Attrition Risk,StockOptionLevel,1.2534,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.5036,1.0,Reduces Attrition Risk,Research & Development,Manager,Male,42,Non-Travel,Life Sciences,Married,17861,20,Yes,3,3,2,3.0,1.0,0.587,0.91,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0,13.06,1115,724,78,41–50,Very High,Veteran,18,Annual,No Action Required,17.2,No,No,16.2,Critical,41.36,Medium
956,0.0975,Low,OvertimeRisk,1.9379,0,Increases Attrition Risk,DailyRate,-0.5859,282.0,Reduces Attrition Risk,FrequentTraveler,0.5644,0.0,Increases Attrition Risk,Research & Development,Manager,Female,55,Travel_Rarely,Medical,Married,19187,19,No,3,4,3,2.666666667,1.666666667,0.538,0.79,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",10.0,9.75,1200,787,88,51–60,Very High,Veteran,5,Annual,No Action Required,10.7,No,No,16.2,Critical,39.37,Low
957,0.3499,Medium,OvertimeRisk,2.1847,0,Increases Attrition Risk,StockOptionLevel,1.2379,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6577,6.0,Increases Attrition Risk,Human Resources,Manager,Male,56,Travel_Rarely,Life Sciences,Single,19717,7,No,2,4,3,2.0,1.666666667,0.583,0.19,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,35.0,34.99,617,26,32,51–60,Very High,Experienced,4,Annual,No Action Required,55.5,No,No,15.9,Critical,54.63,Medium
958,0.1648,Low,OvertimeRisk,2.2053,0,Increases Attrition Risk,NumCompaniesWorked,0.7489,9.0,Increases Attrition Risk,DailyRate,-0.6255,458.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,40,Non-Travel,Life Sciences,Divorced,3544,4,No,3,3,3,2.333333333,1.333333333,0.452,0.57,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,16.0,16.48,1020,650,223,31–40,Medium,Early,20,Annual,No Action Required,24.9,No,No,16.0,Critical,43.49,Medium
959,0.0648,Low,OvertimeRisk,2.0813,0,Increases Attrition Risk,FrequentTraveler,0.8977,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5107,0.0,Reduces Attrition Risk,Research & Development,Healthcare Representative,Male,34,Travel_Rarely,Life Sciences,Divorced,8500,9,No,4,4,2,3.666666667,1.333333333,0.478,0.82,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",6.0,6.48,1281,847,119,31–40,Very High,Experienced,26,Annual,No Action Required,4.8,No,No,16.4,Critical,37.33,Low
960,0.4748,Medium,OvertimeRisk,2.3207,0,Increases Attrition Risk,StockOptionLevel,1.3125,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7398,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,40,Travel_Rarely,Life Sciences,Single,4661,9,No,4,3,3,3.0,1.333333333,0.287,0.9,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,47.0,47.48,400,205,94,31–40,Medium,Experienced,20,Annual,No Action Required,71.6,No,No,16.2,Critical,62.01,High
961,0.5845,Medium,OvertimeRisk,1.8661,0,Increases Attrition Risk,FrequentTraveler,0.9712,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.5492,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,41,Travel_Frequently,Marketing,Divorced,4103,9,No,1,3,3,2.333333333,1.333333333,0.537,0.82,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",58.0,58.45,236,128,94,41–50,Medium,Experienced,19,Quarterly,No Action Required,83.5,No,No,16.1,Critical,68.63,High
962,0.4378,Medium,OvertimeRisk,2.3441,1,Increases Attrition Risk,StockOptionLevel,1.2505,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7293,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,35,Travel_Frequently,Life Sciences,Single,4249,9,Yes,3,3,3,2.333333333,1.333333333,0.394,0.9,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,44.0,43.78,462,247,109,31–40,Medium,Experienced,25,Annual,No Action Required,67.1,No,No,16.1,Critical,59.83,Medium
963,0.2003,Low,OvertimeRisk,2.04,1,Increases Attrition Risk,FrequentTraveler,0.8498,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6666,1.0,Increases Attrition Risk,Human Resources,Manager,Male,51,Travel_Rarely,Life Sciences,Divorced,14026,33,Yes,2,3,3,2.0,1.333333333,0.583,0.97,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,20.0,20.03,935,40,64,51–60,Very High,Veteran,9,Annual,No Action Required,31.4,No,No,16.0,Critical,45.62,Medium
964,0.2036,Low,OvertimeRisk,1.6923,0,Increases Attrition Risk,FrequentTraveler,0.7361,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.595,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,38,Travel_Rarely,Life Sciences,Divorced,6893,7,No,1,2,3,2.0,1.0,0.49,0.58,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",20.0,20.36,922,342,259,31–40,High,Experienced,22,Annual,No Action Required,32.4,No,No,15.9,Critical,45.86,Medium
965,0.4854,Medium,OvertimeRisk,2.0201,0,Increases Attrition Risk,StockOptionLevel,1.1704,0.0,Increases Attrition Risk,Gender_Female,-0.4861,1.0,Reduces Attrition Risk,Sales,Sales Executive,Female,34,Travel_Rarely,Medical,Single,6125,10,No,1,3,4,2.333333333,1.666666667,0.24,0.91,0.6,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",49.0,48.54,387,183,133,31–40,High,Experienced,26,Annual,No Action Required,72.5,No,No,16.1,Critical,62.68,High
966,0.0804,Low,OvertimeRisk,2.0029,0,Increases Attrition Risk,FrequentTraveler,0.6498,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6197,3.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,25,Travel_Rarely,Medical,Married,3669,3,No,4,4,2,3.333333333,1.333333333,0.311,0.38,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,8.0,8.04,1243,823,244,18–30,Medium,Early,35,Annual,No Action Required,7.6,No,No,16.2,Critical,38.34,Low
