EmployeeID,PredictedProbability,RiskLevel,Driver_1,SHAP_1,FeatureValue_1,Impact_1,Driver_2,SHAP_2,FeatureValue_2,Impact_2,Driver_3,SHAP_3,FeatureValue_3,Impact_3
777,0.6326,Medium,OvertimeRisk,1.9366,1,Increases Attrition Risk,StockOptionLevel,1.2912,0.0,Increases Attrition Risk,FrequentTraveler,0.4522,1.0,Increases Attrition Risk
778,0.9023,High,OvertimeRisk,2.1277,0,Increases Attrition Risk,StockOptionLevel,1.1342,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5993,1.0,Increases Attrition Risk
779,0.0864,Low,OvertimeRisk,1.8674,1,Increases Attrition Risk,FrequentTraveler,0.7152,0.0,Increases Attrition Risk,StockOptionLevel,-0.5557,3.0,Reduces Attrition Risk
780,0.0753,Low,OvertimeRisk,1.7509,1,Increases Attrition Risk,NumCompaniesWorked,0.7457,9.0,Increases Attrition Risk,DailyRate,-0.5494,1323.0,Reduces Attrition Risk
781,0.8615,High,OvertimeRisk,2.6398,0,Increases Attrition Risk,StockOptionLevel,1.094,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8163,1.0,Increases Attrition Risk
782,0.3925,Medium,OvertimeRisk,2.1302,0,Increases Attrition Risk,FrequentTraveler,0.843,0.0,Increases Attrition Risk,NumCompaniesWorked,0.651,1.0,Increases Attrition Risk
783,0.2897,Low,OvertimeRisk,1.995,0,Increases Attrition Risk,FrequentTraveler,1.0397,0.0,Increases Attrition Risk,DailyRate,-0.5681,1176.0,Reduces Attrition Risk
784,0.4713,Medium,OvertimeRisk,2.0914,0,Increases Attrition Risk,StockOptionLevel,1.0952,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6929,1.0,Increases Attrition Risk
785,0.0565,Low,OvertimeRisk,1.6581,0,Increases Attrition Risk,FrequentTraveler,0.9151,0.0,Increases Attrition Risk,JobInvolvement,-0.4708,2.0,Reduces Attrition Risk
786,0.1664,Low,OvertimeRisk,1.8598,0,Increases Attrition Risk,NumCompaniesWorked,0.6452,4.0,Increases Attrition Risk,MaritalStatus_Single,-0.5891,0.0,Reduces Attrition Risk
787,0.5731,Medium,OvertimeRisk,2.1954,0,Increases Attrition Risk,FrequentTraveler,0.8668,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7379,1.0,Increases Attrition Risk
788,0.1547,Low,OvertimeRisk,2.0055,0,Increases Attrition Risk,NumCompaniesWorked,0.8138,3.0,Increases Attrition Risk,DailyRate,-0.5803,1091.0,Reduces Attrition Risk
789,0.3226,Low,OvertimeRisk,2.3652,0,Increases Attrition Risk,StockOptionLevel,1.2957,0.0,Increases Attrition Risk,JobSatisfaction,-0.5431,3.0,Reduces Attrition Risk
790,0.5645,Medium,OvertimeRisk,1.8976,0,Increases Attrition Risk,FrequentTraveler,0.8223,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7261,9.0,Increases Attrition Risk
791,0.095,Low,OvertimeRisk,2.1,0,Increases Attrition Risk,FrequentTraveler,0.6839,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6726,4.0,Increases Attrition Risk
792,0.9316,High,OvertimeRisk,2.3341,1,Increases Attrition Risk,StockOptionLevel,1.3022,0.0,Increases Attrition Risk,MaritalStatus_Single,0.475,1.0,Increases Attrition Risk
793,0.313,Low,OvertimeRisk,1.9928,0,Increases Attrition Risk,StockOptionLevel,1.1128,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6229,1.0,Increases Attrition Risk
794,0.3263,Low,OvertimeRisk,2.1792,0,Increases Attrition Risk,FrequentTraveler,0.9522,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6717,1.0,Increases Attrition Risk
795,0.3445,Medium,OvertimeRisk,2.2303,0,Increases Attrition Risk,StockOptionLevel,1.1885,0.0,Increases Attrition Risk,JobSatisfaction,-0.5134,4.0,Reduces Attrition Risk
796,0.0591,Low,OvertimeRisk,1.816,1,Increases Attrition Risk,DailyRate,-0.5185,309.0,Reduces Attrition Risk,MaritalStatus_Single,-0.496,0.0,Reduces Attrition Risk
797,0.1488,Low,OvertimeRisk,2.0368,1,Increases Attrition Risk,NumCompaniesWorked,0.6325,1.0,Increases Attrition Risk,TotalWorkingYears,-0.5223,7.0,Reduces Attrition Risk
798,0.1763,Low,OvertimeRisk,1.8841,0,Increases Attrition Risk,NumCompaniesWorked,0.6393,1.0,Increases Attrition Risk,FrequentTraveler,0.5915,0.0,Increases Attrition Risk
799,0.7595,High,OvertimeRisk,2.0054,1,Increases Attrition Risk,StockOptionLevel,1.226,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8202,4.0,Increases Attrition Risk
800,0.0391,Low,OvertimeRisk,1.8257,0,Increases Attrition Risk,FrequentTraveler,0.6045,0.0,Increases Attrition Risk,DailyRate,-0.4966,469.0,Reduces Attrition Risk
801,0.2089,Low,OvertimeRisk,1.8651,0,Increases Attrition Risk,NumCompaniesWorked,0.7519,1.0,Increases Attrition Risk,IncomePerJobLevel,-0.611,2596.0,Reduces Attrition Risk
802,0.5396,Medium,OvertimeRisk,2.2343,1,Increases Attrition Risk,StockOptionLevel,1.2696,0.0,Increases Attrition Risk,JobSatisfaction,-0.7001,3.0,Reduces Attrition Risk
803,0.155,Low,OvertimeRisk,1.7463,0,Increases Attrition Risk,MaritalStatus_Single,-0.6245,0.0,Reduces Attrition Risk,CareerGrowthScore,-0.4316,0.56,Reduces Attrition Risk
804,0.2274,Low,OvertimeRisk,2.1636,0,Increases Attrition Risk,NumCompaniesWorked,0.9087,3.0,Increases Attrition Risk,DailyRate,-0.626,697.0,Reduces Attrition Risk
805,0.4597,Medium,OvertimeRisk,2.2615,0,Increases Attrition Risk,StockOptionLevel,1.195,0.0,Increases Attrition Risk,NumCompaniesWorked,1.0197,2.0,Increases Attrition Risk
806,0.348,Medium,OvertimeRisk,1.7495,0,Increases Attrition Risk,FrequentTraveler,0.8818,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.5591,1.0,Reduces Attrition Risk
807,0.5405,Medium,OvertimeRisk,1.9813,0,Increases Attrition Risk,StockOptionLevel,1.1857,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8398,7.0,Increases Attrition Risk
808,0.2725,Low,OvertimeRisk,1.9785,1,Increases Attrition Risk,FrequentTraveler,0.9635,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4964,0.0,Reduces Attrition Risk
809,0.0844,Low,OvertimeRisk,1.9401,0,Increases Attrition Risk,FrequentTraveler,0.6552,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.6435,0.0,Reduces Attrition Risk
810,0.0415,Low,OvertimeRisk,1.8901,0,Increases Attrition Risk,FrequentTraveler,0.9391,0.0,Increases Attrition Risk,DailyRate,-0.5061,950.0,Reduces Attrition Risk
811,0.2868,Low,OvertimeRisk,1.9409,0,Increases Attrition Risk,NumCompaniesWorked,0.6491,3.0,Increases Attrition Risk,MaritalStatus_Single,-0.5843,0.0,Reduces Attrition Risk
812,0.6688,High,OvertimeRisk,2.1472,0,Increases Attrition Risk,StockOptionLevel,1.3186,0.0,Increases Attrition Risk,JobSatisfaction,-0.5706,2.0,Reduces Attrition Risk
813,0.1269,Low,OvertimeRisk,1.7266,0,Increases Attrition Risk,NumCompaniesWorked,0.5217,8.0,Increases Attrition Risk,FrequentTraveler,0.5162,1.0,Increases Attrition Risk
814,0.4048,Medium,OvertimeRisk,2.0954,0,Increases Attrition Risk,FrequentTraveler,0.9152,1.0,Increases Attrition Risk,NumCompaniesWorked,0.7202,7.0,Increases Attrition Risk
815,0.4754,Medium,OvertimeRisk,2.2646,0,Increases Attrition Risk,StockOptionLevel,1.2426,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8228,1.0,Increases Attrition Risk
816,0.6422,Medium,OvertimeRisk,2.1451,1,Increases Attrition Risk,StockOptionLevel,1.3895,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6008,1.0,Increases Attrition Risk
817,0.6617,High,OvertimeRisk,2.4863,0,Increases Attrition Risk,StockOptionLevel,1.147,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7365,9.0,Increases Attrition Risk
818,0.1988,Low,OvertimeRisk,2.0399,0,Increases Attrition Risk,StockOptionLevel,1.0632,0.0,Increases Attrition Risk,NumCompaniesWorked,0.9063,2.0,Increases Attrition Risk
819,0.084,Low,OvertimeRisk,1.5968,0,Increases Attrition Risk,FrequentTraveler,0.6153,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.5872,0.0,Reduces Attrition Risk
820,0.2105,Low,OvertimeRisk,1.9936,0,Increases Attrition Risk,StockOptionLevel,1.2304,0.0,Increases Attrition Risk,FrequentTraveler,0.5879,0.0,Increases Attrition Risk
821,0.4961,Medium,OvertimeRisk,1.978,0,Increases Attrition Risk,FrequentTraveler,0.7187,1.0,Increases Attrition Risk,NumCompaniesWorked,0.5285,1.0,Increases Attrition Risk
822,0.3602,Medium,OvertimeRisk,1.9176,0,Increases Attrition Risk,NumCompaniesWorked,0.61,6.0,Increases Attrition Risk,FrequentTraveler,0.5129,0.0,Increases Attrition Risk
823,0.3776,Medium,OvertimeRisk,2.0826,0,Increases Attrition Risk,StockOptionLevel,1.2046,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8695,2.0,Increases Attrition Risk
824,0.0368,Low,OvertimeRisk,1.9373,0,Increases Attrition Risk,FrequentTraveler,0.595,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.557,0.0,Reduces Attrition Risk
825,0.2647,Low,OvertimeRisk,1.91,0,Increases Attrition Risk,StockOptionLevel,1.038,0.0,Increases Attrition Risk,JobSatisfaction,-0.6396,4.0,Reduces Attrition Risk
826,0.1379,Low,OvertimeRisk,2.0463,1,Increases Attrition Risk,NumCompaniesWorked,0.7845,1.0,Increases Attrition Risk,JobInvolvement,-0.5487,2.0,Reduces Attrition Risk
827,0.0737,Low,OvertimeRisk,2.0149,0,Increases Attrition Risk,NumCompaniesWorked,0.7589,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.5339,0.0,Reduces Attrition Risk
828,0.4666,Medium,OvertimeRisk,2.0283,1,Increases Attrition Risk,FrequentTraveler,1.0336,1.0,Increases Attrition Risk,NumCompaniesWorked,0.8057,1.0,Increases Attrition Risk
829,0.4802,Medium,OvertimeRisk,2.1774,0,Increases Attrition Risk,StockOptionLevel,1.1634,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7986,1.0,Increases Attrition Risk
830,0.9067,High,OvertimeRisk,1.9758,1,Increases Attrition Risk,StockOptionLevel,0.9856,0.0,Increases Attrition Risk,FrequentTraveler,0.5883,0.0,Increases Attrition Risk
831,0.4034,Medium,OvertimeRisk,1.9037,1,Increases Attrition Risk,JobRole_Laboratory Technician,0.6387,1.0,Increases Attrition Risk,NumCompaniesWorked,0.5975,3.0,Increases Attrition Risk
832,0.6788,High,OvertimeRisk,1.8703,0,Increases Attrition Risk,FrequentTraveler,0.8844,1.0,Increases Attrition Risk,NumCompaniesWorked,0.672,1.0,Increases Attrition Risk
833,0.0378,Low,OvertimeRisk,2.125,0,Increases Attrition Risk,FrequentTraveler,0.6845,0.0,Increases Attrition Risk,DailyRate,-0.586,367.0,Reduces Attrition Risk
834,0.2428,Low,OvertimeRisk,2.0168,0,Increases Attrition Risk,NumCompaniesWorked,0.9173,1.0,Increases Attrition Risk,FrequentTraveler,0.7186,0.0,Increases Attrition Risk
835,0.3115,Low,OvertimeRisk,1.9383,0,Increases Attrition Risk,StockOptionLevel,0.8302,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6143,1.0,Increases Attrition Risk
836,0.8291,High,OvertimeRisk,2.155,0,Increases Attrition Risk,StockOptionLevel,1.296,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6399,1.0,Increases Attrition Risk
837,0.3747,Medium,OvertimeRisk,1.6583,0,Increases Attrition Risk,FrequentTraveler,0.8555,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5963,0.0,Reduces Attrition Risk
838,0.3305,Medium,OvertimeRisk,1.9892,0,Increases Attrition Risk,StockOptionLevel,1.0953,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5015,9.0,Increases Attrition Risk
839,0.9476,High,OvertimeRisk,2.1292,1,Increases Attrition Risk,StockOptionLevel,1.1337,0.0,Increases Attrition Risk,RelationshipSatisfaction,-0.5274,2.0,Reduces Attrition Risk
840,0.8902,High,OvertimeRisk,2.3597,0,Increases Attrition Risk,StockOptionLevel,1.181,0.0,Increases Attrition Risk,Age,-0.4792,42.0,Reduces Attrition Risk
841,0.0903,Low,OvertimeRisk,2.0488,0,Increases Attrition Risk,NumCompaniesWorked,0.68,6.0,Increases Attrition Risk,TotalWorkingYears,-0.5287,10.0,Reduces Attrition Risk
842,0.3008,Low,OvertimeRisk,2.2672,0,Increases Attrition Risk,StockOptionLevel,1.3017,0.0,Increases Attrition Risk,NumCompaniesWorked,0.512,8.0,Increases Attrition Risk
843,0.4157,Medium,OvertimeRisk,1.8157,1,Increases Attrition Risk,StockOptionLevel,1.1895,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6381,1.0,Increases Attrition Risk
844,0.3266,Low,OvertimeRisk,2.1231,0,Increases Attrition Risk,NumCompaniesWorked,0.7851,1.0,Increases Attrition Risk,FrequentTraveler,0.6663,0.0,Increases Attrition Risk
845,0.4918,Medium,OvertimeRisk,2.0686,0,Increases Attrition Risk,FrequentTraveler,0.7993,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5866,1.0,Increases Attrition Risk
846,0.1969,Low,OvertimeRisk,1.6386,1,Increases Attrition Risk,NumCompaniesWorked,0.6445,3.0,Increases Attrition Risk,DailyRate,-0.63,902.0,Reduces Attrition Risk
847,0.1322,Low,OvertimeRisk,1.8593,0,Increases Attrition Risk,NumCompaniesWorked,0.8211,2.0,Increases Attrition Risk,FrequentTraveler,0.65,0.0,Increases Attrition Risk
848,0.1712,Low,OvertimeRisk,1.8513,0,Increases Attrition Risk,StockOptionLevel,1.2839,0.0,Increases Attrition Risk,JobRole_Sales Executive,-0.4172,0.0,Reduces Attrition Risk
849,0.3175,Low,OvertimeRisk,1.998,0,Increases Attrition Risk,NumCompaniesWorked,0.7036,1.0,Increases Attrition Risk,FrequentTraveler,0.6819,1.0,Increases Attrition Risk
850,0.5833,Medium,OvertimeRisk,2.0078,0,Increases Attrition Risk,StockOptionLevel,1.0628,0.0,Increases Attrition Risk,RelationshipSatisfaction,-0.4466,2.0,Reduces Attrition Risk
851,0.2767,Low,OvertimeRisk,1.7335,0,Increases Attrition Risk,FrequentTraveler,0.6591,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.6054,1.0,Reduces Attrition Risk
852,0.1855,Low,OvertimeRisk,1.9805,0,Increases Attrition Risk,FrequentTraveler,0.7328,0.0,Increases Attrition Risk,DailyRate,-0.5864,718.0,Reduces Attrition Risk
853,0.2921,Low,OvertimeRisk,2.0515,0,Increases Attrition Risk,FrequentTraveler,0.7045,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6508,1.0,Increases Attrition Risk
854,0.8339,High,OvertimeRisk,2.1498,0,Increases Attrition Risk,StockOptionLevel,1.2686,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8609,1.0,Increases Attrition Risk
855,0.1912,Low,OvertimeRisk,1.7357,1,Increases Attrition Risk,FrequentTraveler,0.8476,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5223,4.0,Increases Attrition Risk
856,0.1293,Low,OvertimeRisk,1.7794,0,Increases Attrition Risk,FrequentTraveler,0.8474,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7077,1.0,Increases Attrition Risk
857,0.8154,High,OvertimeRisk,2.3591,0,Increases Attrition Risk,StockOptionLevel,1.1374,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6732,1.0,Increases Attrition Risk
858,0.5539,Medium,OvertimeRisk,2.3213,1,Increases Attrition Risk,StockOptionLevel,1.2777,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7549,1.0,Increases Attrition Risk
859,0.0944,Low,OvertimeRisk,1.8645,0,Increases Attrition Risk,FrequentTraveler,0.6498,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5398,3.0,Increases Attrition Risk
860,0.221,Low,OvertimeRisk,1.9311,1,Increases Attrition Risk,FrequentTraveler,1.0638,0.0,Increases Attrition Risk,DailyRate,-0.5114,942.0,Reduces Attrition Risk
861,0.0384,Low,OvertimeRisk,1.8952,1,Increases Attrition Risk,DailyRate,-0.6608,1256.0,Reduces Attrition Risk,FrequentTraveler,0.5899,1.0,Increases Attrition Risk
862,0.4107,Medium,OvertimeRisk,1.921,0,Increases Attrition Risk,StockOptionLevel,1.301,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4541,0.0,Reduces Attrition Risk
863,0.4227,Medium,OvertimeRisk,2.4646,0,Increases Attrition Risk,StockOptionLevel,1.265,0.0,Increases Attrition Risk,NumCompaniesWorked,0.9999,2.0,Increases Attrition Risk
864,0.607,Medium,OvertimeRisk,1.9215,0,Increases Attrition Risk,FrequentTraveler,0.8536,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7866,1.0,Increases Attrition Risk
865,0.4887,Medium,OvertimeRisk,2.1134,0,Increases Attrition Risk,NumCompaniesWorked,0.8722,6.0,Increases Attrition Risk,FrequentTraveler,0.7262,0.0,Increases Attrition Risk
866,0.2612,Low,OvertimeRisk,2.0083,0,Increases Attrition Risk,FrequentTraveler,0.8441,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5349,0.0,Reduces Attrition Risk
867,0.5792,Medium,OvertimeRisk,1.8976,0,Increases Attrition Risk,NumCompaniesWorked,0.6783,5.0,Increases Attrition Risk,DailyRate,-0.5029,1184.0,Reduces Attrition Risk
868,0.2131,Low,OvertimeRisk,1.8281,0,Increases Attrition Risk,NumCompaniesWorked,0.6801,2.0,Increases Attrition Risk,DailyRate,-0.6246,1421.0,Reduces Attrition Risk
869,0.1551,Low,OvertimeRisk,2.0597,0,Increases Attrition Risk,NumCompaniesWorked,0.6416,1.0,Increases Attrition Risk,TotalWorkingYears,-0.575,6.0,Reduces Attrition Risk
870,0.0919,Low,OvertimeRisk,1.9346,0,Increases Attrition Risk,NumCompaniesWorked,0.678,5.0,Increases Attrition Risk,FrequentTraveler,0.5667,0.0,Increases Attrition Risk
871,0.3754,Medium,OvertimeRisk,1.7141,1,Increases Attrition Risk,FrequentTraveler,0.8007,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6993,3.0,Increases Attrition Risk
872,0.1865,Low,OvertimeRisk,1.9141,0,Increases Attrition Risk,NumCompaniesWorked,0.6769,1.0,Increases Attrition Risk,DailyRate,-0.598,984.0,Reduces Attrition Risk
873,0.1482,Low,OvertimeRisk,1.9408,0,Increases Attrition Risk,MaritalStatus_Single,-0.6413,0.0,Reduces Attrition Risk,IncomePerJobLevel,-0.4875,2269.5,Reduces Attrition Risk
874,0.4649,Medium,OvertimeRisk,2.2042,0,Increases Attrition Risk,FrequentTraveler,0.9477,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6777,1.0,Increases Attrition Risk
875,0.3716,Medium,OvertimeRisk,2.1258,0,Increases Attrition Risk,FrequentTraveler,0.8166,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6514,1.0,Increases Attrition Risk
876,0.4065,Medium,OvertimeRisk,2.0959,0,Increases Attrition Risk,StockOptionLevel,1.3512,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6749,1.0,Increases Attrition Risk
877,0.5871,Medium,OvertimeRisk,1.9333,0,Increases Attrition Risk,StockOptionLevel,1.2608,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6239,1.0,Increases Attrition Risk
878,0.2719,Low,OvertimeRisk,1.8626,0,Increases Attrition Risk,FrequentTraveler,0.9857,0.0,Increases Attrition Risk,NumCompaniesWorked,0.82,2.0,Increases Attrition Risk
879,0.5619,Medium,OvertimeRisk,1.9861,0,Increases Attrition Risk,NumCompaniesWorked,0.8316,7.0,Increases Attrition Risk,FrequentTraveler,0.6415,0.0,Increases Attrition Risk
880,0.4777,Medium,OvertimeRisk,1.6935,1,Increases Attrition Risk,FrequentTraveler,1.0259,0.0,Increases Attrition Risk,CareerGrowthScore,-0.5269,0.561,Reduces Attrition Risk
881,0.388,Medium,OvertimeRisk,1.946,0,Increases Attrition Risk,FrequentTraveler,0.9419,1.0,Increases Attrition Risk,NumCompaniesWorked,0.5772,1.0,Increases Attrition Risk
882,0.1813,Low,OvertimeRisk,2.3556,1,Increases Attrition Risk,StockOptionLevel,1.3515,0.0,Increases Attrition Risk,JobSatisfaction,-0.5994,3.0,Reduces Attrition Risk
883,0.2864,Low,OvertimeRisk,1.815,1,Increases Attrition Risk,FrequentTraveler,0.9128,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6321,2.0,Increases Attrition Risk
884,0.0901,Low,OvertimeRisk,1.6461,0,Increases Attrition Risk,FrequentTraveler,0.8749,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4479,0.0,Reduces Attrition Risk
885,0.2226,Low,OvertimeRisk,1.8791,0,Increases Attrition Risk,FrequentTraveler,0.6117,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5893,0.0,Reduces Attrition Risk
886,0.5499,Medium,OvertimeRisk,2.2124,0,Increases Attrition Risk,StockOptionLevel,1.1944,0.0,Increases Attrition Risk,JobSatisfaction,-0.454,4.0,Reduces Attrition Risk
887,0.0241,Low,OvertimeRisk,1.6943,1,Increases Attrition Risk,FrequentTraveler,0.563,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5227,0.0,Reduces Attrition Risk
888,0.5299,Medium,OvertimeRisk,1.6402,1,Increases Attrition Risk,StockOptionLevel,1.0663,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7069,3.0,Increases Attrition Risk
889,0.2322,Low,OvertimeRisk,1.7789,1,Increases Attrition Risk,FrequentTraveler,0.8428,0.0,Increases Attrition Risk,Gender_Female,-0.4687,1.0,Reduces Attrition Risk
890,0.2678,Low,OvertimeRisk,2.0715,1,Increases Attrition Risk,NumCompaniesWorked,0.8668,1.0,Increases Attrition Risk,FrequentTraveler,0.8096,0.0,Increases Attrition Risk
891,0.2415,Low,OvertimeRisk,1.9842,0,Increases Attrition Risk,FrequentTraveler,0.8397,1.0,Increases Attrition Risk,DailyRate,-0.6728,966.0,Reduces Attrition Risk
892,0.2882,Low,OvertimeRisk,1.973,0,Increases Attrition Risk,FrequentTraveler,0.9716,0.0,Increases Attrition Risk,DailyRate,-0.5776,1117.0,Reduces Attrition Risk
893,0.6162,Medium,OvertimeRisk,2.0859,1,Increases Attrition Risk,StockOptionLevel,1.1795,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7239,1.0,Increases Attrition Risk
894,0.4271,Medium,OvertimeRisk,2.057,0,Increases Attrition Risk,FrequentTraveler,1.0428,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5802,1.0,Increases Attrition Risk
895,0.1843,Low,OvertimeRisk,1.976,0,Increases Attrition Risk,StockOptionLevel,1.22,0.0,Increases Attrition Risk,NumCompaniesWorked,0.9184,3.0,Increases Attrition Risk
896,0.7322,High,OvertimeRisk,2.0056,1,Increases Attrition Risk,StockOptionLevel,1.2799,0.0,Increases Attrition Risk,NumCompaniesWorked,1.011,1.0,Increases Attrition Risk
897,0.3081,Low,OvertimeRisk,2.1872,0,Increases Attrition Risk,StockOptionLevel,1.2084,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5288,1.0,Increases Attrition Risk
898,0.4269,Medium,OvertimeRisk,1.8561,0,Increases Attrition Risk,StockOptionLevel,1.1985,0.0,Increases Attrition Risk,Gender_Female,-0.4412,1.0,Reduces Attrition Risk
899,0.1754,Low,OvertimeRisk,1.9771,0,Increases Attrition Risk,NumCompaniesWorked,0.8178,3.0,Increases Attrition Risk,FrequentTraveler,0.7805,0.0,Increases Attrition Risk
900,0.244,Low,OvertimeRisk,1.9251,0,Increases Attrition Risk,NumCompaniesWorked,1.0713,2.0,Increases Attrition Risk,DailyRate,-0.6067,1098.0,Reduces Attrition Risk
901,0.5856,Medium,OvertimeRisk,1.8685,0,Increases Attrition Risk,StockOptionLevel,1.3304,0.0,Increases Attrition Risk,NumCompaniesWorked,0.833,1.0,Increases Attrition Risk
902,0.4857,Medium,OvertimeRisk,2.128,0,Increases Attrition Risk,StockOptionLevel,1.2566,0.0,Increases Attrition Risk,JobSatisfaction,-0.6522,2.0,Reduces Attrition Risk
903,0.5398,Medium,OvertimeRisk,2.0906,0,Increases Attrition Risk,FrequentTraveler,1.0685,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8091,1.0,Increases Attrition Risk
904,0.1131,Low,OvertimeRisk,2.0459,1,Increases Attrition Risk,NumCompaniesWorked,0.8131,1.0,Increases Attrition Risk,FrequentTraveler,0.6649,0.0,Increases Attrition Risk
905,0.401,Medium,OvertimeRisk,2.1649,0,Increases Attrition Risk,StockOptionLevel,1.3406,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8179,6.0,Increases Attrition Risk
906,0.091,Low,OvertimeRisk,2.1851,0,Increases Attrition Risk,FrequentTraveler,0.9056,0.0,Increases Attrition Risk,DailyRate,-0.5721,694.0,Reduces Attrition Risk
907,0.1227,Low,OvertimeRisk,1.7039,0,Increases Attrition Risk,StockOptionLevel,1.2993,0.0,Increases Attrition Risk,JobSatisfaction,-0.5701,3.0,Reduces Attrition Risk
908,0.4308,Medium,OvertimeRisk,2.0233,0,Increases Attrition Risk,FrequentTraveler,0.8473,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6944,7.0,Increases Attrition Risk
909,0.155,Low,OvertimeRisk,1.9597,1,Increases Attrition Risk,FrequentTraveler,0.706,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4891,0.0,Reduces Attrition Risk
910,0.4074,Medium,OvertimeRisk,2.0155,1,Increases Attrition Risk,StockOptionLevel,1.2698,0.0,Increases Attrition Risk,JobSatisfaction,-0.7814,4.0,Reduces Attrition Risk
911,0.3311,Medium,OvertimeRisk,1.8874,0,Increases Attrition Risk,NumCompaniesWorked,0.9784,1.0,Increases Attrition Risk,FrequentTraveler,0.7141,0.0,Increases Attrition Risk
912,0.6279,Medium,OvertimeRisk,1.828,1,Increases Attrition Risk,StockOptionLevel,1.1669,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8398,1.0,Increases Attrition Risk
913,0.5954,Medium,OvertimeRisk,2.3741,1,Increases Attrition Risk,StockOptionLevel,1.3112,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7603,1.0,Increases Attrition Risk
914,0.3658,Medium,OvertimeRisk,2.1156,1,Increases Attrition Risk,StockOptionLevel,1.2157,0.0,Increases Attrition Risk,JobSatisfaction,-0.6088,2.0,Reduces Attrition Risk
915,0.0765,Low,OvertimeRisk,2.1358,1,Increases Attrition Risk,NumCompaniesWorked,0.9473,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.5516,0.0,Reduces Attrition Risk
916,0.6114,Medium,OvertimeRisk,2.1661,0,Increases Attrition Risk,StockOptionLevel,1.1022,0.0,Increases Attrition Risk,JobSatisfaction,-0.533,3.0,Reduces Attrition Risk
917,0.1951,Low,OvertimeRisk,1.8671,0,Increases Attrition Risk,FrequentTraveler,0.594,0.0,Increases Attrition Risk,NumCompaniesWorked,0.589,2.0,Increases Attrition Risk
918,0.6979,High,OvertimeRisk,1.8842,1,Increases Attrition Risk,StockOptionLevel,1.174,0.0,Increases Attrition Risk,FrequentTraveler,0.4707,0.0,Increases Attrition Risk
919,0.5965,Medium,OvertimeRisk,2.0335,1,Increases Attrition Risk,FrequentTraveler,0.8545,1.0,Increases Attrition Risk,NumCompaniesWorked,0.7065,4.0,Increases Attrition Risk
